ecephys_unit_id,time_to_first_spike_fl
951007809,0.052
951007794,0.162
951007768,0.141
951007864,0.159
951007851,0.154
951007935,0.15
951008016,0.167
951008636,0.102
951008618,0.107
951008669,0.116
951008755,0.078
951008735,0.074
951008717,0.066
951008699,0.079
951012707,
951008796,0.061
951008774,0.123
951008869,0.094
951008854,0.062
951008837,0.079
951008913,
951008885,0.082
951008985,0.086
951008971,0.092
951008947,0.1
951008928,0.064
951012722,0.08
951009027,0.052
951009013,0.093
951008999,0.15
951012748,0.083
951012735,0.057
951009058,0.127
951009043,
951009128,
951012793,0.079
951012778,0.083
951012764,0.071
951009116,0.136
951009105,0.106
951009089,0.058
951009156,0.115
951009141,0.104
951009219,
951009201,
951009187,
951009171,0.084
951009284,0.106
951009268,0.092
951009249,0.075
951009234,0.097
951009328,0.072
951009313,0.07
951009299,0.097
951009389,0.079
951009404,0.101
951009376,0.082
951009359,0.076
951009344,0.06
951012809,0.071
951009426,0.092
951009414,0.127
951009472,0.099
951009456,0.085
951009441,0.118
951009514,0.07
951009502,0.073
951009489,0.077
951009603,0.063
951009586,0.085
951009570,0.069
951009619,0.077
951012820,0.08
951009658,0.148
951009700,0.058
951009647,0.09
951009735,0.071
951009724,0.075
951009769,0.108
951009747,0.06
951009841,0.061
951009829,0.086
951009817,0.088
951012833,0.072
951009914,0.063
951009889,0.05
951009794,0.062
951009996,0.083
951010025,0.087
951012845,0.045
951009969,0.061
951012857,0.088
951010179,0.099
951010166,0.054
951010153,0.06
951010125,0.07
951010112,0.079
951010098,0.084
951010011,
951010067,0.067
951010233,0.081
951010221,0.085
951010201,0.058
951010189,0.087
951010422,0.139
951010408,0.099
951010382,0.064
951010434,0.101
951010450,0.042
951010519,0.062
951010504,0.116
951010635,0.094
951010548,0.08
951010661,0.077
951010648,0.092
951010761,0.1
951010702,0.133
951010674,0.145
951010811,
951010856,
951012881,0.113
951010869,
951010846,0.087
951010833,0.101
951010882,
951010982,0.188
951010972,0.125
951011033,
951011007,0.078
951011047,0.062
951011021,0.058
951013081,0.063
951012891,0.081
951011074,0.067
951011060,0.096
951012901,0.061
951011092,0.079
951012914,0.056
951011107,
951011165,0.148
951011151,0.083
951012925,0.037
951011207,0.054
951012936,0.065
951011251,0.059
951013093,0.062
951011236,0.053
951011221,0.065
951011298,0.065
951011280,0.104
951011266,0.059
951012949,0.062
951011346,0.137
951011379,0.054
951011423,0.041
951011394,0.053
951012961,0.055
951011521,0.068
951011466,0.049
951012997,0.116
951011613,0.056
951011582,0.096
951011569,0.062
951011552,0.056
951011439,0.076
951012984,0.068
951012975,0.061
951011536,0.096
951011485,0.062
951011454,0.064
951011809,0.08
951011792,0.107
951011774,0.051
951011754,0.091
951011733,0.079
951011715,0.078
951011695,0.073
951011677,0.079
951011642,0.078
951013006,0.158
951011924,0.06
951011907,0.138
951011893,0.074
951011879,0.074
951011867,0.074
951011853,0.067
951011840,0.06
951011826,0.084
951011959,0.073
951011942,0.058
951012024,0.101
951011994,0.075
951011978,0.102
951013019,0.057
951012192,0.067
951012179,0.147
951012167,0.056
951012151,0.095
951012133,0.078
951012065,0.104
951012207,0.14
951013033,0.103
951012232,0.148
951012288,0.105
951012277,0.062
951012261,0.062
951012247,0.051
951013045,0.052
951012336,0.057
951012304,0.057
951012356,0.053
951012446,0.061
951012432,0.059
951012421,0.053
951012394,0.053
951012373,0.059
951012468,0.056
951012458,0.064
951012492,0.085
951012559,0.089
951012548,0.058
951012538,0.055
951012505,0.084
951012594,0.124
951013059,0.05
951012572,0.083
951012616,0.154
951013373,0.067
951013363,0.109
951013333,0.144
951013321,0.085
951013311,0.123
951013288,0.092
951013401,0.076
951013391,0.115
951013383,0.086
951013488,0.113
951013478,0.101
951013462,0.126
951013449,0.091
951013437,0.081
951013422,0.1
951013411,0.076
951013675,0.129
951013544,0.084
951013520,0.13
951013500,0.08
951013707,0.106
951013689,0.123
951013554,0.082
951013509,0.091
951013779,0.082
951013767,0.084
951013755,0.081
951013732,0.078
951013720,0.098
951013986,0.06
951013823,0.114
951013810,0.071
951013799,0.095
951014010,0.098
951013998,0.086
951013971,0.073
951013949,0.099
951013936,0.096
951013919,0.095
951017504,0.082
951017486,0.072
951014118,0.087
951014101,0.06
951014085,0.055
951014071,0.084
951014057,0.055
951014047,0.085
951014239,0.073
951014219,0.059
951014033,0.086
951014021,0.076
951014180,0.067
951014164,0.067
951014152,0.094
951014139,0.05
951014321,0.054
951014310,0.059
951014298,0.086
951014274,0.082
951014264,0.082
951014253,0.086
951014385,0.053
951014371,0.057
951014357,0.097
951017521,0.074
951014481,0.053
951014447,0.052
951014437,0.064
951014469,0.053
951014425,0.06
951014411,0.054
951014458,0.063
951014525,0.063
951014515,0.064
951014503,0.071
951014492,0.073
951014541,0.087
951014578,0.071
951014564,0.112
951014551,0.061
951017927,0.053
951014622,0.057
951014607,0.068
951014591,0.067
951014705,
951014654,0.067
951014640,0.07
951014758,0.08
951014743,0.054
951014730,0.086
951014717,0.088
951014815,0.076
951014801,0.071
951014773,0.081
951014858,0.085
951014844,0.071
951014830,0.073
951014788,0.072
951014681,0.068
951014933,0.065
951014921,0.064
951014910,0.079
951014896,0.063
951017865,0.114
951017537,0.073
951014985,0.066
951014969,0.05
951014955,
951014942,0.087
951015078,0.064
951015020,0.083
951015003,0.066
951015274,0.087
951015253,0.075
951015307,0.077
951015365,
951015350,0.159
951015337,0.113
951015291,0.121
951015599,0.086
951015588,0.089
951017969,0.158
951017956,
951017941,0.152
951015618,0.114
951017641,0.06
951015656,0.108
951017593,0.076
951017579,0.054
951015680,0.094
951015672,0.107
951015630,0.114
951017877,
951017624,0.155
951015841,0.129
951015831,0.155
951015819,
951015806,0.051
951015793,
951015779,0.078
951015766,0.092
951015750,0.116
951015663,0.125
951015736,0.102
951015726,0.158
951017686,0.125
951017606,0.105
951015880,0.126
951015868,0.133
951015853,0.117
951015923,0.079
951016018,0.066
951016032,0.078
951016054,0.071
951017711,0.088
951016152,0.098
951016165,0.062
951016177,0.062
951016237,0.061
951016192,0.066
951016263,0.063
951016293,0.104
951016277,0.129
951016250,0.069
951016348,0.081
951016310,0.052
951016369,0.066
951016529,0.053
951016476,0.101
951016466,0.079
951016453,0.071
951016434,0.065
951016418,0.065
951016386,0.055
951016541,0.085
951016505,0.118
951016488,0.054
951016604,0.117
951016592,0.086
951016557,0.09
951016517,0.07
951016749,
951016652,0.076
951016640,0.078
951016627,0.086
951016727,0.077
951016712,0.076
951016696,0.096
951016682,0.038
951016666,0.087
951016760,0.062
951016867,0.092
951016856,0.053
951016843,0.051
951016892,0.062
951016829,
951016795,0.044
951016785,0.063
951016880,0.119
951016961,0.063
951017723,0.052
951016920,0.167
951016904,0.079
951016980,0.09
951016936,0.081
951017891,0.069
951017740,0.091
951017061,0.073
951017038,0.062
951017024,0.079
951017016,0.065
951016993,0.07
951016951,0.09
951017752,0.17
951017210,0.076
951017085,0.067
951017074,0.054
951017119,0.053
951017784,0.065
951017139,0.058
951017130,0.087
951017051,0.131
951017769,0.181
951017106,0.122
951017224,0.071
951017197,0.057
951017907,0.058
951017832,
951017336,
951017322,0.072
951017819,0.107
951017802,
951017314,0.083
951017304,0.124
951017255,0.057
951017245,0.056
951017231,0.18
951017377,0.104
951017362,
951017349,0.094
951017851,0.185
951017429,0.046
951017397,0.097
951773955,
951773951,0.11
951775694,
951773983,0.117
951773980,
951773972,
951773968,0.05
951775444,
951773992,0.098
951773996,0.087
951773987,0.056
951774015,0.086
951774009,0.045
951774004,0.151
951774037,
951775730,
951775698,
951774032,
951774051,0.073
951774046,0.04
951774042,0.061
951774071,
951775703,
951774066,
951774060,
951774087,0.123
951774092,0.064
951774078,0.035
951774112,0.064
951774107,0.071
951774102,0.069
951774129,0.068
951774117,0.087
951774141,
951774157,
951774151,0.04
951774173,0.042
951774168,0.045
951774162,0.045
951774196,
951774191,0.083
951774187,0.095
951774177,0.064
951774201,0.074
951774224,0.055
951774218,
951774212,0.083
951774207,0.058
951774251,
951774246,0.098
951774230,
951774241,0.061
951774235,0.068
951774274,0.1
951774262,0.162
951774257,0.064
951774285,
951774279,0.04
951774268,0.108
951774298,0.069
951774289,0.153
951774317,0.14
951774311,0.093
951774303,0.06
951774307,0.152
951774330,
951774326,0.07
951774321,0.056
951774369,0.068
951774350,0.097
951774372,0.071
951775449,
951774356,0.044
951774339,
951774383,
951774375,
951774379,0.121
951774387,
951774421,0.105
951774432,0.112
951774428,0.053
951774425,0.117
951774437,0.077
951774471,0.109
951774505,0.085
951774519,0.119
951774522,0.111
951774528,0.123
951774535,0.107
951774547,0.067
951774563,0.09
951774559,0.074
951774554,0.063
951774577,0.122
951774570,0.098
951774566,0.095
951774586,0.074
951774601,0.05
951774615,0.111
951774630,0.064
951774626,0.145
951774623,0.109
951774619,0.076
951774649,0.08
951774645,0.152
951775481,
951774640,
951775485,
951774652,0.1
951775505,0.097
951774691,0.086
951774687,0.1
951774683,0.07
951775488,0.088
951774663,
951775717,
951775510,0.177
951774711,0.094
951774707,0.106
951775712,0.152
951775493,
951774703,0.103
951774698,0.153
951774695,0.099
951774680,0.145
951774671,
951774667,0.089
951774655,0.077
951774836,0.04
951774732,0.108
951774728,0.088
951774723,0.073
951774718,0.078
951774744,0.172
951774740,0.073
951774714,0.072
951775544,
951775540,0.074
951775534,0.106
951774801,0.088
951774797,0.085
951774794,
951774790,
951774786,0.104
951774781,0.09
951774776,0.132
951775654,
951775531,
951775527,
951775521,
951775517,0.19
951775513,0.122
951774867,0.1
951774773,0.118
951774769,0.078
951774765,0.081
951774760,0.09
951774756,0.067
951774753,
951774750,0.184
951774737,0.089
951774660,0.083
951775557,
951775553,
951775548,0.054
951774883,0.104
951774848,0.118
951774839,0.104
951774831,
951774828,0.087
951774824,0.085
951774820,0.056
951774813,0.095
951774810,0.091
951774804,0.129
951774871,
951774863,0.08
951774904,0.073
951774899,0.074
951774907,0.108
951774916,0.066
951774912,0.065
951774948,0.091
951774943,0.057
951775566,0.166
951775562,
951774939,
951774931,
951774927,0.046
951774923,
951774920,0.125
951774968,0.108
951774964,
951774959,0.108
951774956,0.179
951774951,
951774989,0.1
951774985,0.149
951774980,0.091
951774977,0.091
951774973,0.058
951774998,0.054
951774993,0.092
951775012,0.15
951775008,0.07
951775004,0.063
951775001,0.091
951775029,0.157
951775026,
951775570,0.097
951775022,0.159
951775015,0.048
951775036,0.099
951775032,0.186
951775018,0.092
951775052,0.075
951775575,0.063
951775048,0.121
951775043,0.091
951775063,0.094
951775060,0.104
951775056,0.078
951775077,0.088
951775072,0.074
951775068,0.052
951775111,0.069
951775107,0.114
951775103,0.067
951775098,0.091
951775093,0.07
951775591,0.1
951775578,
951775090,
951775085,
951775081,
951775150,0.145
951775147,0.07
951775129,0.116
951775126,0.076
951775583,0.143
951775122,0.104
951775118,0.125
951775115,0.051
951775139,0.079
951775137,0.069
951775134,0.071
951775587,0.078
951775131,0.14
951775153,0.069
951775145,0.074
951775142,0.162
951775162,0.092
951775160,0.192
951775158,0.082
951775156,0.139
951775175,0.079
951775172,0.098
951775167,0.15
951775164,0.089
951775195,0.083
951775190,0.08
951775207,0.072
951775203,0.099
951775215,0.115
951775199,0.137
951775186,0.143
951775235,0.108
951775228,0.098
951775222,0.117
951775219,0.122
951775725,
951775659,0.059
951775596,
951775211,0.175
951775600,0.138
951775244,0.136
951775240,0.104
951775609,0.191
951775277,0.122
951775273,0.152
951775269,0.103
951775264,0.101
951775604,0.179
951775257,0.091
951775253,0.071
951775248,0.166
951775298,0.159
951775290,0.109
951775667,0.111
951775663,0.034
951775612,
951775284,0.095
951775280,0.065
951775672,0.165
951775624,0.09
951775619,0.178
951775323,
951775315,0.11
951775310,0.091
951775307,
951775301,0.088
951775615,0.133
951775346,0.123
951775337,0.116
951775332,0.126
951775676,0.066
951775628,
951775401,0.137
951775368,0.108
951775364,0.128
951775350,0.1
951775328,0.091
951775354,0.176
951775390,0.131
951775681,0.156
951775632,0.137
951775376,0.15
951775372,
951775406,0.161
951775398,
951775393,0.084
951775418,0.159
951775411,0.111
951766989,0.105
951766972,0.094
951767019,0.079
951767011,0.1
951767004,0.103
951766996,0.096
951766982,0.105
951767044,0.084
951767034,0.093
951767026,0.101
951767055,0.122
951767064,0.078
951767100,0.064
951767091,0.094
951767082,0.094
951767073,0.07
951767160,0.097
951767130,0.084
951767107,0.111
951767142,0.062
951767124,0.075
951767115,0.118
951767170,0.109
951767179,0.068
951767218,0.094
951767212,0.066
951767196,0.091
951767189,0.095
951767237,0.087
951767232,0.095
951767252,0.054
951767245,0.064
951767283,0.106
951767275,0.106
951767268,0.082
951767290,0.148
951767320,0.1
951767313,0.071
951767306,0.09
951767299,0.101
951767327,0.114
951767344,0.096
951767335,0.073
951767352,0.059
951767375,0.105
951767359,0.104
951767394,0.193
951767381,0.124
951769686,0.1
951767425,0.084
951767401,0.105
951769701,0.07
951767458,0.108
951767416,0.075
951767476,0.108
951767467,0.116
951767527,0.069
951767509,0.095
951767494,
951767485,0.074
951767518,0.096
951769710,0.085
951767542,0.087
951767548,0.156
951767560,0.11
951767555,
951769716,0.076
951767622,
951767597,0.088
951767590,0.12
951767581,0.124
951767568,0.09
951767575,
951767605,0.054
951767630,0.114
951767648,0.136
951767656,0.088
951767665,0.124
951769725,
951767686,
951767680,
951767704,0.07
951767695,0.129
951767741,0.134
951767731,0.098
951767722,0.074
951767748,0.119
951767762,0.168
951767755,0.161
951767820,0.117
951767814,0.123
951770025,
951770016,
951769960,
951769950,0.079
951769742,0.059
951769734,
951767841,0.149
951767833,0.131
951767860,0.123
951767853,0.171
951767846,0.122
951767881,0.153
951767874,
951767935,0.117
951767987,0.092
951767954,0.075
951768014,0.035
951768034,0.087
951769750,0.149
951768028,0.068
951769970,
951769759,0.121
951768088,0.087
951768077,0.089
951768068,0.101
951768050,0.091
951768206,0.072
951768143,0.082
951768111,0.064
951768103,0.105
951768096,0.134
951768156,0.093
951768135,0.109
951768128,0.112
951769777,0.141
951769768,
951768309,0.066
951768303,0.095
951768295,0.098
951768286,0.087
951768280,0.094
951768271,0.046
951768262,0.083
951768150,0.048
951769990,0.14
951769984,0.087
951768335,0.146
951768244,0.145
951768237,0.081
951768229,0.097
951768220,0.112
951768214,
951768198,0.092
951768189,0.084
951768171,
951768163,0.114
951769785,0.088
951768326,0.124
951768317,0.101
951768496,0.091
951768385,0.07
951768377,0.13
951768368,0.112
951768359,0.049
951768343,0.11
951768466,0.089
951768411,0.078
951768403,0.13
951768398,0.053
951768525,0.1
951768516,0.095
951768501,0.121
951768488,0.144
951768474,0.087
951768548,0.096
951768574,0.115
951769794,0.108
951768565,0.119
951768591,0.131
951768599,0.093
951768583,0.097
951768556,0.089
951769799,0.079
951768657,0.092
951768650,0.079
951768641,0.092
951769804,0.195
951768711,0.095
951768702,
951768685,0.097
951768676,
951768667,
951769810,0.125
951768726,0.112
951768719,0.075
951768755,0.09
951768618,0.072
951768762,0.096
951768833,0.132
951768840,0.106
951768825,
951768818,0.114
951768857,0.057
951768849,0.086
951769816,0.063
951768883,0.083
951768917,0.126
951768908,0.124
951768874,0.036
951768935,0.128
951768926,0.067
951768900,0.092
951768893,0.091
951768952,0.104
951768943,0.046
951769997,0.118
951768966,0.097
951768982,0.064
951768959,0.126
951768989,0.129
951769004,0.094
951769078,0.132
951769070,
951769044,0.108
951769035,0.114
951769026,0.099
951768996,0.103
951769087,0.125
951769139,0.074
951769831,0.11
951769823,0.106
951769130,0.077
951769122,0.129
951769114,0.141
951769105,0.084
951769062,0.032
951769848,0.101
951769184,0.071
951769148,0.076
951769096,0.084
951769840,0.09
951769175,0.073
951769166,0.038
951769157,0.135
951769201,0.137
951769218,0.074
951769192,0.113
951769253,0.101
951769245,0.1
951769236,0.087
951769227,0.087
951769210,0.081
951769855,0.099
951769294,0.133
951769269,0.04
951769261,
951769871,0.152
951769863,0.121
951769279,0.113
951769306,0.069
951770007,0.096
951769287,0.054
951769322,0.069
951769315,0.128
951769881,0.103
951769364,0.082
951769357,0.098
951769350,0.091
951769877,0.117
951769335,0.086
951769329,0.089
951769405,0.078
951769396,0.082
951769389,0.061
951769382,0.098
951769376,0.107
951769370,0.122
951769342,0.127
951769428,0.085
951769895,0.165
951769888,0.172
951769421,0.172
951769413,0.079
951769468,0.125
951769461,0.101
951769453,0.107
951769445,0.129
951769912,0.131
951769474,0.148
951769437,0.156
951769903,0.136
951769505,0.11
951769497,0.149
951769488,0.17
951769479,0.127
951769537,0.134
951769531,0.137
951769522,0.1
951769513,0.143
951769545,0.145
951769920,0.143
951769602,0.136
951769577,0.156
951769573,0.096
951769569,0.138
951769565,0.049
951769551,0.157
951769588,0.107
951769583,0.088
951769929,0.075
951769607,0.159
951769598,0.1
951769639,0.129
951769592,0.11
951769634,0.125
951769628,0.174
951769939,0.112
951769617,0.132
951769612,0.156
951769646,0.067
951764363,0.108
951764306,0.059
951764300,0.097
951764294,0.043
951764324,0.102
951764288,0.092
951764339,0.088
951764334,0.096
951764329,0.084
951764317,0.109
951764311,0.124
951764380,0.092
951764369,0.104
951764358,0.118
951764352,0.08
951764346,0.069
951766830,
951764450,0.108
951764427,0.093
951764420,0.087
951764413,0.094
951764402,0.081
951764397,0.094
951764392,0.108
951766631,0.103
951764444,0.087
951764440,0.113
951764433,0.092
951766623,
951764463,0.099
951764456,0.07
951764408,0.094
951766639,0.061
951764488,0.074
951764482,0.09
951764476,0.098
951764470,0.091
951764617,0.104
951764549,0.096
951764544,0.079
951764533,0.111
951764527,0.092
951764519,0.111
951764513,0.104
951764506,0.094
951764500,0.114
951766656,0.09
951764638,0.115
951764590,0.111
951764584,0.089
951764578,0.115
951764573,0.094
951764555,0.133
951766649,0.114
951764561,0.095
951764634,0.097
951764613,0.069
951764607,0.083
951764602,0.068
951764596,
951764567,0.106
951764646,0.046
951764642,0.048
951764629,0.089
951764687,0.127
951764682,0.093
951766665,0.1
951764720,0.098
951764676,0.113
951764659,0.037
951764653,0.067
951764649,0.112
951764699,0.043
951764693,0.044
951764705,0.165
951764732,
951764726,0.106
951764709,0.101
951764759,0.078
951764754,0.117
951764748,0.066
951764743,0.073
951764737,0.087
951764779,0.103
951766677,0.087
951764774,0.116
951764769,0.17
951764765,0.068
951764844,0.076
951764833,0.057
951764829,0.046
951764817,0.047
951766690,0.168
951764801,
951764796,0.079
951764790,0.129
951764785,0.095
951766684,0.093
951764839,0.141
951764805,0.076
951764856,
951764850,0.114
951764867,0.092
951764861,0.087
951764912,0.086
951764891,0.051
951764879,0.066
951764873,0.156
951764907,0.122
951764901,0.076
951764897,0.111
951764885,0.107
951764918,0.077
951764943,0.116
951764934,0.116
951764930,0.098
951764955,0.051
951764975,0.179
951764970,0.08
951764981,0.158
951765000,0.136
951765011,0.102
951765006,0.126
951766839,
951766701,0.117
951766696,
951765022,
951765015,
951765053,0.113
951765047,0.111
951766710,0.129
951765032,0.145
951765026,0.092
951765084,0.146
951765129,0.101
951765166,0.043
951765146,0.073
951766726,0.07
951765184,0.121
951765178,0.08
951765214,0.079
951765190,0.077
951765156,0.097
951766887,0.087
951766854,0.143
951766847,0.158
951766734,0.103
951765202,0.081
951765172,0.089
951765357,0.081
951765311,0.089
951765232,0.089
951765228,0.096
951765286,
951765281,0.065
951765275,0.085
951765269,0.076
951765263,0.092
951765257,0.062
951765208,0.086
951765196,0.094
951765150,0.078
951765246,0.077
951765242,0.089
951765237,0.073
951765363,0.094
951765351,0.078
951765220,0.078
951765330,0.142
951765324,0.095
951765317,0.088
951765305,0.08
951765297,0.081
951765392,0.097
951765388,0.073
951765375,0.085
951765368,0.077
951765459,0.139
951765452,0.112
951765443,0.081
951765427,0.099
951765416,0.114
951765409,0.075
951765404,0.087
951765533,0.083
951765526,0.066
951765519,0.089
951765511,0.081
951765504,0.062
951765496,0.089
951765481,0.069
951765381,0.089
951765562,0.096
951765474,0.075
951765465,0.086
951765553,0.063
951765546,0.109
951765540,0.116
951765620,0.112
951765612,0.093
951765597,0.089
951765588,0.074
951765580,0.068
951765574,0.115
951765668,0.1
951765662,0.098
951765654,0.091
951765704,0.05
951765691,0.081
951765684,0.09
951765674,0.06
951765717,0.1
951765745,0.114
951765767,0.122
951765759,
951765752,0.097
951765731,0.121
951765795,
951765789,0.108
951765774,0.131
951765822,0.065
951765844,0.113
951765861,0.183
951765852,0.099
951765893,0.062
951765882,0.12
951765875,0.189
951765907,0.068
951765930,0.17
951765963,0.141
951765956,0.065
951766748,0.143
951766029,
951766021,0.169
951766060,0.101
951766049,0.18
951766053,0.114
951766756,
951766086,0.096
951766064,0.109
951766870,
951766762,
951766097,0.042
951766069,0.108
951766112,0.111
951766106,0.111
951766101,0.118
951766122,0.115
951766116,
951766769,
951766134,0.097
951766129,0.096
951766878,
951766775,
951766149,
951766143,0.101
951766168,0.101
951766159,0.141
951766181,0.058
951766197,0.088
951766175,0.07
951766782,0.067
951766216,0.119
951766210,0.151
951766189,0.153
951766247,0.138
951766234,0.107
951766228,0.049
951766221,0.058
951766264,0.125
951766259,0.136
951766252,0.053
951766241,0.145
951766283,0.118
951766275,0.156
951766270,0.128
951766790,0.146
951766328,0.059
951766321,0.16
951766311,0.116
951766798,0.112
951766367,0.142
951766302,0.161
951766359,0.121
951766352,0.144
951766345,0.105
951766336,0.114
951766426,0.153
951766418,0.17
951766410,0.151
951766402,0.042
951766393,0.046
951766384,0.053
951766376,0.046
951766433,0.091
951766457,0.04
951766451,0.042
951766445,0.044
951766440,0.043
951766479,0.051
951766473,0.041
951766493,0.05
951766486,0.116
951766501,0.041
951766805,0.181
951766522,0.043
951766516,
951766533,0.103
951766528,0.04
951766547,0.182
951766540,0.039
951766570,0.168
951766578,0.158
951766813,0.17
951766563,0.065
951766822,0.144
951766587,0.157
951777369,0.118
951777359,0.133
951777354,0.131
951777387,0.072
951777381,0.131
951777378,0.142
951779567,0.093
951777447,0.112
951777443,0.113
951777438,0.151
951777433,0.146
951777390,
951777466,0.112
951777456,0.138
951777478,0.058
951777453,0.154
951777475,0.057
951777470,0.144
951777461,0.151
951777491,0.168
951777486,0.146
951779583,0.156
951779574,0.152
951777482,0.157
951777495,0.108
951777554,0.057
951777549,0.067
951779590,0.079
951777594,
951777562,0.104
951777627,0.134
951779598,0.047
951777651,0.113
951777645,0.092
951777642,0.137
951777583,0.075
951777580,0.088
951779793,0.069
951777657,0.079
951777666,0.063
951777660,0.087
951777640,0.056
951777690,
951777702,0.113
951777699,0.074
951777708,0.116
951777705,
951779613,0.18
951779607,
951777717,
951777713,0.057
951777710,0.083
951777723,0.183
951777720,0.091
951777735,
951779621,0.062
951777739,0.103
951779629,
951779646,
951779800,0.199
951779642,
951779635,0.065
951777743,0.05
951777764,
951777762,0.089
951777758,0.059
951777753,0.081
951777750,0.106
951779652,
951777803,0.089
951779813,0.121
951777849,0.188
951777854,0.078
951777867,0.114
951777865,0.102
951777857,0.093
951777852,0.076
951777879,0.172
951777873,0.132
951777888,0.142
951777881,0.104
951777860,0.091
951777924,0.141
951778023,0.105
951778017,0.095
951778031,0.076
951778041,0.055
951778044,0.068
951778048,0.084
951778050,
951778062,0.081
951778101,0.127
951778130,0.108
951779658,0.111
951778144,0.06
951778158,0.093
951778136,0.081
951778134,0.111
951778151,0.085
951778194,0.074
951778191,0.066
951778186,0.104
951779818,0.117
951779673,0.05
951779666,0.072
951778184,
951778167,0.079
951778164,0.104
951778266,0.1
951778248,0.07
951778239,0.145
951778232,0.139
951779781,
951779712,
951779704,0.048
951779689,0.111
951778321,0.083
951778230,0.059
951778220,0.087
951778218,0.105
951778215,0.076
951778213,0.138
951778210,
951778198,0.055
951779787,
951779727,0.054
951779720,
951778285,0.067
951778281,0.074
951778275,0.05
951778299,0.13
951778296,0.064
951779824,
951779741,
951779735,
951778294,
951778290,
951778226,0.076
951778327,0.082
951778312,0.111
951778342,0.105
951778339,
951778333,0.1
951778330,0.064
951778355,0.064
951778352,
951778423,0.06
951778400,0.099
951778394,
951778391,0.155
951778386,0.081
951778359,0.083
951778432,0.101
951778427,0.09
951778407,0.082
951778404,0.096
951778445,0.063
951778441,0.045
951778454,0.108
951778482,0.039
951778478,0.109
951778466,0.064
951778463,0.108
951778459,0.131
951778494,
951778490,
951778488,
951778500,0.082
951778519,0.088
951778516,0.174
951778550,0.052
951778527,0.062
951778576,
951778572,0.07
951778557,
951778555,0.045
951778598,
951778561,0.072
951778595,0.134
951778591,
951778587,
951778616,0.098
951778612,0.068
951778605,0.043
951778602,0.091
951779756,0.098
951778628,0.097
951778623,0.064
951779853,0.13
951779840,0.092
951779831,
951778620,
951778639,0.086
951778643,0.06
951778637,0.1
951778635,0.134
951778650,0.044
951778683,0.087
951779847,
951778676,0.058
951778671,
951778664,0.045
951778713,0.041
951778708,0.074
951778700,0.077
951778692,0.042
951778739,0.044
951778696,0.082
951778723,0.04
951778719,0.177
951778804,0.062
951778763,0.112
951778758,0.118
951778751,0.084
951778747,0.189
951778799,0.071
951778794,0.055
951779761,0.083
951778834,0.06
951778786,0.059
951778776,0.06
951778817,0.135
951778809,0.183
951778905,0.188
951778897,0.105
951778888,
951778877,0.048
951778860,0.176
951778851,0.186
951778845,0.127
951778975,0.186
951778948,0.127
951778942,
951779058,0.097
951779033,0.048
951779025,0.095
951779015,0.041
951779051,0.084
951779076,0.122
951779042,0.093
951779102,0.05
951779092,0.104
951779083,0.044
951779114,0.045
951779128,0.047
951779123,0.042
951779119,0.048
951779151,0.047
951779143,0.045
951779191,0.051
951779179,0.046
951779171,0.046
951779165,0.043
951779213,0.049
951779267,
951779249,0.045
951779241,
951779206,0.046
951779235,0.051
951779291,
951779275,0.145
951779324,0.057
951779315,0.091
951779303,0.059
951779355,0.064
951779347,0.049
951779330,0.16
951779775,
951779416,0.137
951779408,
951779439,0.084
951779379,0.079
951779373,
951779477,0.161
951779470,0.182
951779463,0.176
951779457,0.171
951779483,0.173
951775761,0.086
951775755,0.067
951775779,
951775783,0.051
951777189,0.071
951775792,0.062
951775797,0.07
951775801,0.125
951777192,0.081
951775814,0.136
951775811,0.094
951775818,0.084
951775827,0.145
951775835,
951775840,
951775848,
951775844,
951775858,
951775862,0.046
951775853,
951775866,0.062
951775887,0.049
951775879,0.094
951775874,0.064
951775896,0.035
951775900,0.057
951775912,0.086
951775907,0.08
951775916,0.074
951775920,0.101
951775924,0.077
951775989,0.1
951775999,0.074
951776006,0.065
951777204,0.089
951777289,0.064
951776072,0.097
951776032,0.098
951776023,0.075
951776011,0.072
951777197,0.066
951776062,0.098
951776058,
951777219,
951776053,
951776048,0.09
951776044,0.088
951776019,0.064
951777311,0.079
951776092,0.068
951776088,0.111
951776083,0.121
951776079,0.071
951776075,0.082
951776028,
951777201,
951776066,0.112
951777214,
951776111,0.104
951776107,0.068
951776104,
951776095,0.064
951777209,0.103
951776120,0.11
951776128,0.085
951776125,0.064
951776171,0.093
951776187,0.102
951776202,0.096
951776197,0.093
951776205,0.079
951776218,0.108
951776223,0.062
951776236,0.08
951776245,0.094
951776250,0.079
951776254,0.098
951776260,0.129
951777222,0.066
951776282,0.12
951776272,0.103
951776267,0.147
951777293,0.068
951776287,0.084
951776304,0.1
951776343,0.097
951776338,0.082
951776334,0.058
951776362,0.093
951776322,0.073
951776369,0.127
951776365,0.081
951776357,0.096
951777241,0.061
951776386,0.077
951777236,
951776378,0.068
951776440,0.067
951776435,0.078
951776432,0.08
951776411,0.061
951776408,0.086
951776402,0.084
951776399,0.068
951776456,0.072
951776453,0.084
951776448,0.171
951776444,0.133
951777244,0.097
951776511,0.126
951776498,0.089
951776494,0.069
951776490,0.073
951776482,
951776477,0.092
951776473,
951776469,0.088
951776465,0.083
951776461,0.046
951776557,
951776554,0.075
951776548,0.079
951776542,0.059
