ecephys_unit_id,time_to_first_spike_fl
950918846,0.059
950918764,0.083
950918781,0.114
950918902,0.126
950918821,0.147
950918936,0.057
950918919,
950918955,0.051
950919315,0.148
950919006,0.115
950918989,0.083
950918969,0.056
950921331,0.085
950919054,0.09
950919040,0.067
950919022,0.111
950919104,0.077
950919086,0.068
950919071,
950919249,0.123
950919228,0.102
950919212,0.12
950919189,0.104
950919266,0.082
950919170,0.1
950919154,0.064
950919139,0.111
950919120,0.067
950921655,
950921375,
950921353,0.121
950919387,0.124
950919371,0.1
950919353,
950919335,0.088
950919300,0.109
950919283,0.083
950919424,0.096
950919406,
950921395,0.071
950919513,0.14
950919496,0.067
950919442,0.114
950919456,0.105
950919602,0.14
950919621,0.088
950919638,0.119
950919788,0.129
950919768,0.143
950919748,0.093
950919727,0.106
950919676,0.079
950919659,0.126
950919993,0.139
950919806,0.114
950919963,0.139
950919945,0.124
950919921,0.158
950919900,0.123
950919881,0.158
950919863,0.06
950920194,0.182
950920151,0.132
950920092,0.118
950920040,0.165
950920017,0.169
950920233,0.127
950920213,0.173
950921692,
950921674,0.125
950921442,0.185
950920362,
950920341,0.17
950920309,0.09
950921420,0.184
950920448,0.114
950920419,
950920290,0.109
950920273,0.134
950921456,
950920383,
950920511,0.125
950920493,
950920434,0.151
950921476,
950920578,0.125
950920536,
950920646,0.094
950920612,
950922084,0.113
950922063,0.092
950922041,0.105
950922146,0.105
950922020,0.102
950921996,0.105
950922234,0.068
950922208,0.097
950922174,0.071
950922122,0.064
950922103,0.072
950922312,0.066
950922286,0.066
950922258,0.1
950922383,0.08
950922329,0.085
950922412,0.106
950932846,0.104
950932820,0.094
950922368,0.069
950922351,0.081
950933998,0.076
950932888,0.097
950932865,0.111
950922600,0.091
950922576,0.067
950922551,0.088
950922535,0.09
950922494,0.09
950922466,0.069
950922641,0.1
950932907,0.096
950922620,0.083
950934044,0.103
950934028,0.074
950932925,0.085
950922725,0.089
950922706,0.074
950922684,0.079
950922659,0.102
950932943,0.104
950922821,0.092
950922801,0.1
950922781,0.074
950922762,0.064
950922745,0.079
950932963,0.075
950922994,0.081
950922929,0.102
950922912,0.145
950922896,0.091
950922883,0.097
950922860,0.088
950922841,0.075
950932980,0.128
950923028,0.191
950923011,0.083
950922977,0.054
950922961,0.07
950922944,0.092
950923181,0.09
950923066,0.086
950923049,0.074
950923200,0.089
950923165,0.114
950923121,0.051
950923089,0.052
950923236,0.073
950923217,0.079
950923254,0.05
950923385,0.111
950923365,0.078
950923348,0.079
950923329,0.095
950923310,
950923292,0.067
950923275,0.081
950923485,0.053
950923464,0.065
950923444,0.075
950923405,0.08
950923504,
950923648,0.107
950923606,0.066
950923587,0.073
950923525,0.107
950923712,0.091
950923690,0.095
950923669,0.071
950923819,0.068
950932998,0.053
950923914,0.06
950923798,0.05
950923776,0.063
950923754,0.067
950923730,0.121
950933012,0.062
950924017,0.091
950923976,0.048
950923897,0.058
950923880,0.042
950923840,0.097
950923997,0.077
950923958,0.075
950923859,0.086
950933026,0.066
950923939,0.095
950924033,0.064
950924147,0.08
950924122,0.078
950924107,0.055
950924089,0.115
950924072,0.048
950924054,0.139
950924340,0.054
950924231,0.079
950924212,0.061
950924194,0.053
950924173,0.05
950924394,0.076
950924372,0.114
950924297,0.063
950924272,0.054
950924249,0.059
950933040,0.071
950924519,0.081
950924500,0.075
950924452,0.05
950924434,0.054
950924413,0.07
950924615,
950924598,0.057
950924580,0.054
950924566,0.074
950924826,
950924800,0.062
950924776,0.09
950924753,0.083
950924735,0.057
950924711,
950924693,0.054
950924674,0.098
950924654,0.112
950924635,0.058
950924883,0.078
950933075,0.06
950933057,0.052
950924899,0.072
950924862,0.095
950924845,0.054
950925057,0.048
950925037,0.067
950924987,0.111
950924953,0.049
950924925,0.055
950925112,0.054
950925092,0.061
950925076,0.055
950925242,0.076
950925212,0.078
950925149,0.061
950925166,0.126
950925132,0.056
950925187,0.05
950925311,0.051
950925267,0.054
950925368,0.051
950925351,0.088
950925455,0.077
950925332,0.051
950925285,0.067
950925474,0.057
950925438,0.088
950925417,0.058
950925400,0.098
950925383,0.056
950933136,0.118
950925610,0.062
950925590,0.06
950925555,0.045
950925508,0.072
950933114,0.085
950933095,0.088
950925490,0.084
950925685,0.089
950925664,0.051
950925644,0.068
950925626,0.081
950925767,0.068
950925749,0.08
950925730,0.043
950925707,0.044
950934229,0.079
950933173,0.125
950925886,0.071
950925868,0.077
950925850,0.078
950925826,0.077
950933154,0.11
950925806,0.076
950925786,0.068
950926151,0.083
950926055,0.087
950925950,0.056
950925925,0.061
950926036,0.055
950925902,0.083
950933191,0.073
950926075,0.06
950926020,0.071
950926001,0.102
950925983,0.092
950925967,0.069
950926170,0.077
950926134,0.072
950926114,0.088
950926095,0.064
950926240,0.09
950933226,0.083
950933208,0.088
950926259,0.058
950926225,0.06
950926208,0.061
950926190,0.081
950933300,0.08
950926446,
950926516,0.099
950934061,
950933337,
950933320,
950926562,0.085
950926546,
950926578,
950926728,0.154
950926709,0.09
950926671,
950934247,
950926650,
950926635,0.086
950926867,0.11
950926850,0.153
950926770,0.113
950927150,0.154
950926928,0.117
950926909,0.116
950926886,0.111
950926827,0.113
950927046,0.076
950927024,0.106
950927002,0.078
950926805,0.106
950926787,0.1
950927089,0.11
950927066,0.093
950927341,0.049
950927229,0.137
950927190,0.116
950927359,0.105
950927252,0.15
950927323,0.049
950927306,0.105
950927642,0.133
950927670,0.138
950934268,0.1
950927722,0.138
950927697,
950927775,0.132
950927745,0.058
950927851,0.071
950928030,0.097
950927972,0.122
950934286,0.093
950928113,0.121
950928088,0.077
950928069,0.125
950928218,0.096
950928198,
950928179,0.091
950928011,0.076
950928294,0.081
950928275,0.123
950928255,0.121
950934322,
950928440,0.139
950928423,0.104
950934357,
950933470,
950928479,
950928406,
950928387,
950928349,0.109
950928536,0.057
950928518,0.063
950928497,0.084
950928331,0.117
950928313,0.146
950934304,0.092
950933571,
950928743,
950928461,0.139
950928686,0.091
950928237,
950933555,0.1
950933536,0.131
950933512,0.039
950933426,0.032
950928659,0.124
950928637,0.064
950928616,0.072
950928588,0.112
950928160,0.166
950928814,0.094
950928780,0.07
950928759,0.048
950933589,
950928722,0.059
950928976,0.086
950928955,0.112
950928938,
950928911,0.109
950928891,0.082
950928873,0.066
950928855,0.102
950933640,
950933606,0.076
950929101,0.095
950929083,0.075
950929067,0.094
950928795,0.045
950934129,
950933624,0.097
950929171,0.063
950929028,0.185
950929009,0.109
950928991,0.058
950934408,0.163
950934374,
950934163,0.184
950934145,0.116
950934109,0.115
950933681,
950933660,0.146
950929824,0.09
950929188,0.039
950929153,0.096
950929134,0.076
950929115,0.083
950929514,0.096
950929323,0.06
950929304,0.095
950929286,0.077
950929245,0.103
950929227,0.081
950929206,0.061
950929592,0.07
950929570,0.096
950929551,0.068
950929531,0.087
950929495,0.086
950929438,0.103
950929420,0.06
950929400,0.079
950929377,0.089
950929357,0.123
950929339,0.09
950929715,0.116
950929697,0.1
950929681,0.11
950929663,0.083
950929649,0.089
950929629,0.119
950929610,0.131
950929804,0.036
950929787,0.08
950929770,0.079
950929750,0.071
950929731,0.083
950929457,0.068
950929904,0.103
950929882,0.102
950929926,0.144
950929990,0.042
950930051,0.117
950930033,
950930088,0.052
950930173,0.122
950930145,0.098
950930105,0.062
950930276,0.161
950933698,0.085
950930237,0.03
950930215,0.064
950930358,0.142
950930340,
950930321,0.049
950930295,0.107
950930488,0.063
950930437,0.158
950930469,0.066
950930423,0.042
950930407,0.04
950930392,0.07
950930375,0.054
950930541,0.126
950930522,0.114
950930505,0.085
950930454,0.071
950930716,0.163
950930689,0.097
950933768,
950933750,
950933732,0.175
950930659,
950930633,0.104
950930609,
950930590,0.089
950930866,0.074
950930841,0.111
950930814,0.144
950930795,0.06
950930767,0.08
950930923,0.079
950930905,0.074
950930888,0.05
950931118,0.087
950931004,0.072
950930985,0.043
950934181,0.125
950933785,
950930964,0.062
950930944,0.084
950933821,
950933803,0.123
950931065,0.161
950931043,
950931022,
950931236,0.053
950931200,0.113
950931181,0.059
950931164,0.045
950931272,0.173
950934197,0.039
950931294,
950931254,0.038
950931423,0.067
950931363,0.049
950931343,0.149
950933873,
950933857,
950933840,0.101
950931490,0.07
950931474,0.172
950931458,0.056
950931315,0.092
950931691,0.075
950931565,0.057
950931550,0.047
950931533,0.09
950931517,0.072
950931385,0.081
950931710,0.143
950931674,0.045
950931656,0.062
950931805,0.063
950931639,0.115
950931617,0.137
950931598,0.17
950931581,0.073
950931770,0.103
950931751,0.089
950931727,0.048
950931853,0.12
950931837,0.14
950931821,0.085
950931790,0.089
950931959,0.158
950931937,0.168
950931916,0.133
950931899,0.116
950931878,0.099
950933890,0.129
950932013,0.123
950931995,0.186
950931977,0.095
950932118,0.192
950932102,0.172
950932087,0.143
950933907,0.135
950932053,0.119
950932032,0.161
950932149,0.113
950932133,0.153
950933924,0.164
950932180,0.066
950932205,0.101
950932428,0.166
950932315,0.166
950932410,0.157
950932496,0.187
950932445,0.108
950932529,0.177
950932614,0.171
950932578,0.046
950932563,0.044
950932597,0.177
950933944,
950932656,
950932643,0.151
950932630,
950932669,0.166
950932731,0.089
950932721,0.159
950932708,
950932696,0.15
950933978,
950932756,
950932745,0.192
950933960,0.064
950932797,0.108
950934605,0.174
950934593,0.122
950941376,0.113
950934619,
950941441,
950941396,0.069
950934684,0.188
950934651,
950934637,0.103
950934699,0.113
950934747,0.117
950934765,0.088
950934712,
950934843,0.165
950934819,0.15
950934728,0.061
950942703,
950942492,
950941475,
950941458,0.109
950934934,
950934915,
950934897,0.169
950934971,0.157
950943179,0.188
950942737,
950934954,
950935031,0.146
950935011,0.068
950934992,0.066
950935051,0.12
950935070,0.141
950935128,0.068
950941494,0.052
950935165,0.072
950935108,0.115
950935087,0.08
950935201,0.069
950935145,0.125
950935285,0.044
950935269,0.045
950935249,0.146
950935235,0.096
950935299,0.071
950935335,0.111
950935317,0.071
950935352,0.117
950935367,0.151
950935402,0.038
950935383,0.075
950941529,0.071
950935478,0.109
950935460,0.068
950935441,0.056
950935516,0.048
950935499,0.066
950941548,
950935625,0.052
950935610,0.051
950935590,0.052
950935537,
950935575,0.063
950935736,0.045
950935720,0.046
950935698,0.08
950935679,0.066
950935658,0.062
950935843,0.112
950935825,0.051
950935907,0.056
950935861,0.085
950935811,0.069
950935755,0.037
950935958,0.121
950935942,0.081
950935925,0.087
950935878,0.078
950936025,0.072
950936008,0.062
950935991,0.116
950935975,0.078
950941566,0.132
950936130,0.059
950936113,0.07
950936093,0.072
950936146,0.134
950936272,0.125
950936255,0.086
950936240,0.079
950936224,0.06
950936177,0.052
950936210,0.061
950936194,0.098
950936162,0.06
950936311,0.074
950936292,0.082
950936389,
950936366,0.084
950936345,0.068
950936326,0.053
950936428,0.127
950936412,0.137
950941583,0.068
950936465,0.093
950936447,0.114
950936482,0.072
950936572,0.079
950936639,0.091
950936602,0.111
950936710,0.163
950943123,0.135
950941619,
950941601,0.093
950936693,0.105
950936675,0.059
950936656,
950942754,
950941653,0.133
950936925,
950936789,0.083
950941638,
950936835,0.112
950936759,0.098
950936744,
950936895,
950936870,0.065
950936855,0.092
950936727,0.076
950936954,0.083
950936941,0.152
950937022,0.102
950936979,0.048
950936908,0.09
950936992,0.061
950937036,0.116
950937050,0.106
950937068,0.062
950937114,0.075
950937219,0.126
950941716,
950941695,
950937235,0.031
950941735,0.089
950937422,0.083
950937395,0.087
950937366,0.171
950937351,0.069
950937333,0.076
950937250,0.058
950937408,0.072
950937381,0.059
950937527,0.106
950937734,0.078
950937890,0.08
950937786,0.117
950941795,0.118
950941776,0.051
950937822,0.132
950937769,
950941813,
950937990,0.105
950937943,0.114
950937929,0.096
950938171,0.077
950938091,0.076
950938074,0.122
950942808,0.159
950938459,0.128
950938279,0.084
950938263,0.078
950938247,0.129
950938022,0.089
950938232,
950938206,0.083
950938442,
950938427,0.083
950938392,0.068
950938375,0.099
950938344,0.085
950942843,
950942826,
950942528,
950938545,
950938529,
950938511,0.101
950938494,0.157
950938476,0.109
950942903,
950941887,
950938725,0.061
950938700,0.081
950938675,0.063
950938657,0.04
950942873,
950942509,
950941867,0.134
950938641,0.099
950938629,0.07
950938614,0.085
950938598,0.093
950938580,
950938813,0.108
950938797,0.11
950943161,
950942721,
950942566,
950941906,
950938850,0.124
950938745,
950938924,0.08
950943198,0.059
950942950,
950939050,0.083
950938978,0.082
950938960,0.091
950938995,0.101
950939028,0.048
950939066,0.087
950939131,0.073
950939114,0.081
950939079,0.057
950939202,0.055
950939168,0.077
950939257,0.036
950939221,0.143
950939310,0.06
950939275,0.108
950939396,0.102
950939347,0.07
950943043,
950943019,0.058
950942997,
950942974,0.095
950939380,
950939366,
950939464,0.09
950939452,0.079
950939426,0.122
950939479,0.057
950939540,0.1
950939523,
950939509,0.084
950939661,0.112
950939678,0.057
950939596,0.066
950939786,
950939770,
950939752,
950939641,0.036
950942129,0.098
950942103,0.094
950939821,
950942620,
950942603,
950940157,0.099
950939883,
950939866,
950939803,
950942017,
950939912,0.052
950939899,
950942073,
950942046,
950939930,
950940001,
950939976,0.073
950939945,0.05
950940104,0.082
950940121,0.105
950940088,
950940040,0.071
950939961,0.084
950940138,0.052
950940023,0.081
950942180,
950940237,0.058
950940219,0.119
950942155,0.152
950940200,0.081
950940185,0.083
950940171,0.144
950940260,0.08
950940348,0.106
950942199,0.062
950940311,0.152
950940453,0.09
950940437,0.064
950940425,0.135
950940389,0.133
950940368,0.064
950940562,0.097
950940467,0.186
950940649,0.167
950940545,0.067
950940526,0.136
950940507,0.094
950942218,0.091
950940615,0.121
950940597,0.133
950940578,0.153
950942252,
950942235,0.184
950940631,
950940703,0.189
950940688,0.062
950940671,0.133
950940808,0.174
950940790,0.128
950940718,
950942269,0.18
950940824,0.102
950940772,0.182
950940753,0.049
950942669,
950942651,
950942635,
950942319,0.162
950942304,0.178
950940948,0.172
950940928,0.183
950943142,
950943082,0.085
950942286,
950940909,0.034
950940892,0.178
950940876,0.171
950940859,0.049
950943103,
950941076,0.18
950941043,
950942354,
950941005,0.137
950940984,
950942369,
950941149,
950941133,0.081
950941114,0.078
950941096,
950941235,
950941218,
950941060,0.156
950941256,0.199
950941200,0.186
950941183,0.102
950941166,
950942475,
950942456,
950942438,
950941322,
950943695,0.094
950943580,0.115
950943517,0.09
950943497,0.123
950943473,0.077
950943453,0.112
950943431,0.083
950943413,0.092
950952629,0.072
950943671,0.088
950943625,0.097
950943602,0.046
950943735,0.056
950943713,0.077
950943813,0.057
950943795,0.072
950943756,0.104
950943911,0.098
950943895,0.086
950943877,0.081
950943858,0.114
950943830,0.102
950944344,0.106
950944247,0.066
950944228,0.084
950944212,0.068
950944160,0.092
950943928,0.077
950944146,0.067
950952646,0.122
950944276,0.095
950944259,0.064
950944359,0.084
950944444,0.063
950952690,0.071
950944690,0.071
950944637,0.067
950944617,0.121
950944600,0.083
950944675,0.057
950944566,0.091
950944738,0.064
950944722,0.08
950944706,0.083
950944752,0.081
950944799,0.132
950944784,0.067
950944843,0.097
950944827,0.053
950944815,0.074
950944932,0.099
950944858,0.052
950944769,0.076
950944952,0.104
950944918,0.058
950944896,0.082
950944872,0.074
950945060,0.076
950945042,0.116
950945024,0.095
950945008,0.064
950944989,0.062
950944968,0.078
950945127,0.079
950945093,0.099
950945077,0.077
950945214,0.056
950945180,0.109
950945162,0.112
950945146,0.068
950945295,0.051
950945269,0.095
950945252,0.087
950945232,0.119
950945353,0.103
950945314,0.064
950952719,0.075
950945554,0.069
950945539,0.107
950945518,0.058
950945491,0.076
950945467,0.072
950945643,0.106
950945408,0.094
950945625,0.078
950945588,0.093
950945572,0.073
950952704,0.115
950952734,0.059
950945660,0.07
950952748,0.06
950945874,0.056
950945854,0.068
950945839,
950945817,0.069
950945783,0.055
950945768,0.07
950945680,
950946068,0.089
950946048,0.118
950946022,0.079
950946003,0.099
950952762,0.07
950946138,0.122
950945986,0.064
950946192,0.068
950946155,0.059
950946121,0.05
950953778,
950953674,
950952779,
950946245,0.074
950946228,0.071
950946310,0.075
950946210,
950946176,0.054
950946376,0.05
950946343,0.049
950946359,0.062
950946327,0.092
950946458,0.112
950946437,0.06
950946497,0.05
950952792,0.051
950946589,0.08
950946692,0.042
950946673,0.051
950946658,0.08
950946641,0.057
950946708,0.057
950946741,0.071
950946722,0.058
950946846,0.053
950947241,0.11
950947224,0.092
950947211,0.052
950947140,0.081
950947125,0.108
950946882,0.059
950953623,0.12
950953606,0.075
950953544,0.19
950952860,0.06
950952845,0.058
950947350,0.1
950947327,0.07
950947271,0.047
950947156,0.057
950947533,0.042
950947412,0.04
950947368,0.093
950947506,0.107
950947488,0.199
950947450,
950947589,0.075
950947571,
950947555,0.045
950947686,0.054
950947665,0.118
950947647,0.039
950947626,0.083
950947608,0.043
950952900,
950947886,
950947763,0.04
950947746,0.07
950947798,0.085
950947778,0.052
950952881,0.065
950947868,0.087
950947849,0.073
950947832,0.069
950947705,0.066
950947963,0.055
950947941,0.049
950948009,0.038
950947990,0.059
950948121,0.082
950948106,
950948092,0.088
950948063,0.037
950948046,0.052
950948026,0.04
950952915,
950948174,0.188
950948158,0.041
950948139,0.036
950948281,0.105
950948246,0.149
950948077,0.1
950948229,0.079
950948210,0.14
950948371,0.039
950948349,0.039
950948328,0.109
950948306,0.039
950948474,0.102
950948438,0.069
950948414,0.137
950948396,0.156
950948583,0.132
950948564,0.129
950948547,0.118
950948527,0.129
950948510,0.068
950948488,0.074
950948744,0.122
950948648,0.043
950948631,0.076
950948598,0.088
950948729,0.136
950948716,0.07
950948698,0.044
950948683,0.066
950952953,0.073
950948970,0.083
950948953,0.055
950948915,0.114
950948853,0.036
950948839,0.122
950948826,0.113
950948809,0.05
950948760,0.039
950948793,0.047
950948778,0.061
950952969,0.056
950948933,0.105
950948895,0.041
950948881,0.035
950948867,0.045
950952985,0.07
950949023,0.12
950953000,0.07
950949089,0.101
950953641,
950953559,
950953036,0.095
950949230,0.142
950949214,0.047
950949200,0.143
950949054,
950953658,
950949103,0.102
950949072,0.098
950953719,
950949131,0.141
950949118,0.091
950953703,0.113
950949274,
950949248,0.065
950949302,0.113
950949319,0.091
950949337,0.092
950949449,0.093
950949428,0.107
950949556,0.111
950949628,0.076
950949745,0.121
950953068,0.117
950949777,0.035
950949758,0.131
950953085,
950949861,0.072
950949846,0.102
950949828,0.081
950953574,0.115
950949980,0.071
950953106,
950949961,0.113
950949947,0.089
950949933,0.101
950949914,0.107
950949896,0.099
950950068,0.112
950950031,0.092
950950009,0.088
950949994,0.09
950953119,0.088
950950160,0.111
950950143,0.1
950950129,0.068
950950116,0.104
950950101,0.077
950950382,0.076
950950288,0.157
950950270,0.074
950950252,0.091
950950239,0.091
950950576,0.127
950950499,0.078
950950224,0.09
950950209,0.059
950950192,0.103
950950176,0.073
950950084,0.106
950950481,0.097
950950464,0.099
950950448,0.075
950950433,0.116
950950415,0.091
950950398,0.118
950953790,
950950721,
950950364,
950950348,0.089
950950308,0.121
950953159,0.133
950953132,
950950531,0.106
950950515,0.132
950950756,0.11
950950740,
950950810,0.138
950950828,0.079
950950775,0.073
950950845,0.114
950950880,0.05
950950994,
950950919,0.059
950951117,0.086
950951090,0.072
950951071,0.056
950951266,0.125
950951153,0.06
950951137,0.072
950951247,0.09
950951207,0.098
950951342,
950953187,0.055
950951364,0.047
950951321,0.106
950953200,
950951511,0.109
950951525,0.089
950951499,0.061
950951484,0.13
950951549,0.15
950951536,0.118
950951613,0.083
950951653,0.084
950951636,0.143
950951596,0.084
950951577,0.047
950951560,0.057
950953225,
950951716,0.067
950951702,0.106
950951678,0.093
950953240,0.118
950951791,0.151
950951779,0.096
950951829,0.126
950951815,0.096
950951804,0.051
950951755,0.113
950951742,0.103
950951730,0.088
950951851,0.122
950951840,0.139
950951902,0.186
950951891,0.045
950951879,0.052
950951979,0.19
950951966,0.07
950951950,0.058
950951940,0.158
950951929,0.153
950951991,0.086
950953293,
950953277,0.169
950953258,0.084
950952057,0.127
950952002,0.045
950953310,0.173
950952108,0.063
950952091,0.09
950952213,0.077
950953330,
950952169,0.187
950952154,0.052
950953400,
950953382,0.164
950952312,0.144
950952300,
950952287,0.193
950952272,0.133
950952256,0.128
950952227,0.158
950952184,0.085
950953433,
950952386,0.075
950952372,
950953417,0.116
